Date,Country,State,Market Size,Product,City,Product Line,Product Type,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Marketing,Sales,Total Expenses
01/03/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,99,154,121,253,120,644,38,314,62
01/03/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,165,187,121,352,263,1559,73,560,101
01/03/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,176,-176,-264,0,270,2694,103,38,140
01/03/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,805,0,51,14
01/03/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,11,22,11,33,18,850,5,49,17
01/03/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Manchester,Beans,Coffee,Decaf,33,44,22,77,31,1054,9,74,32
01/04/2019,United Kingdom,England,Small Market,Chamomile,Manchester,Leaves,Herbal Tea,Decaf,110,176,55,286,138,802,125,350,161
01/04/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,110,176,121,286,136,673,43,354,70
01/04/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,165,187,121,352,263,1611,73,560,99
01/04/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,757,0,51,13
01/04/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,11,33,22,44,19,854,5,51,18
01/05/2019,United Kingdom,England,Small Market,Chamomile,Manchester,Leaves,Herbal Tea,Decaf,110,165,44,275,134,867,120,315,147
01/05/2019,United Kingdom,England,Small Market,Darjeeling,Manchester,Leaves,Tea,Regular,187,264,187,451,290,1577,95,668,121
01/05/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,187,198,132,385,286,1715,80,568,99
01/05/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,710,0,48,13
01/05/2019,United Kingdom,England,Small Market,Caffe Mocha,Manchester,Beans,Espresso,Regular,11,33,22,44,22,912,6,54,17
01/05/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Manchester,Beans,Coffee,Decaf,33,55,33,88,35,1074,10,74,32
01/06/2019,United Kingdom,England,Small Market,Chamomile,Manchester,Leaves,Herbal Tea,Decaf,132,198,55,330,159,962,145,377,169
01/06/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,132,198,143,330,156,841,50,377,70
01/06/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,187,198,132,385,286,1887,80,568,98
01/06/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,187,-187,-275,0,299,4958,113,41,139
01/06/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,663,0,48,13
01/06/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,22,33,22,55,24,878,6,59,18
01/07/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,187,-187,-275,0,297,5753,113,30,139
01/07/2019,United Kingdom,England,Small Market,Colombian,Manchester,Beans,Coffee,Regular,44,66,22,110,40,278,15,90,49
01/07/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,615,0,48,11
01/07/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,11,33,22,44,22,889,6,54,18
01/08/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,198,-198,-286,0,313,6388,118,24,145
01/08/2019,United Kingdom,England,Small Market,Lemon,Manchester,Leaves,Herbal Tea,Decaf,176,275,187,451,216,1284,71,510,110
01/08/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,143,220,165,363,170,899,54,411,74
01/08/2019,United Kingdom,England,Small Market,Colombian,Manchester,Beans,Coffee,Regular,44,66,22,110,42,273,16,94,49
01/08/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,568,0,48,11
01/08/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,22,33,22,55,26,887,7,63,19
01/09/2019,United Kingdom,England,Small Market,Darjeeling,Manchester,Leaves,Tea,Regular,176,264,187,440,279,1855,92,691,127
01/09/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,176,187,121,363,274,1953,76,585,103
01/09/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,209,-209,-308,0,333,7055,126,22,162
01/09/2019,United Kingdom,England,Small Market,Colombian,Manchester,Beans,Coffee,Regular,55,66,22,121,44,269,17,107,54
01/09/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,521,0,51,13
01/09/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,22,33,22,55,26,884,7,69,20
01/10/2019,United Kingdom,England,Small Market,Darjeeling,Manchester,Leaves,Tea,Regular,121,198,143,319,283,1829,93,701,129
01/10/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,121,132,88,253,263,1931,73,560,99
01/10/2019,United Kingdom,England,Small Market,Lemon,Manchester,Leaves,Herbal Tea,Decaf,132,187,132,319,170,1246,55,431,103
01/10/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,99,165,143,264,135,868,43,350,69
01/10/2019,United Kingdom,England,Small Market,Caffe Mocha,Manchester,Beans,Espresso,Regular,11,22,22,33,24,931,6,61,19
01/10/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,11,33,33,44,26,880,7,69,20
01/10/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Manchester,Beans,Coffee,Decaf,33,66,55,99,35,1100,10,80,33
01/11/2019,United Kingdom,England,Small Market,Darjeeling,Manchester,Leaves,Tea,Regular,176,242,154,418,251,1861,83,624,119
01/11/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,198,-198,-308,0,270,8419,103,38,140
01/11/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,110,165,110,275,125,884,40,326,64
01/11/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,426,0,51,14
01/11/2019,United Kingdom,England,Small Market,Caffe Mocha,Manchester,Beans,Espresso,Regular,11,22,11,33,17,933,5,47,17
01/11/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,22,33,22,55,25,883,7,66,19
01/11/2019,United Kingdom,England,Small Market,Colombian,Manchester,Beans,Coffee,Regular,33,55,11,88,37,268,14,87,50
01/12/2019,United Kingdom,England,Small Market,Darjeeling,Manchester,Leaves,Tea,Regular,198,264,165,462,272,1919,90,676,126
01/12/2019,United Kingdom,England,Small Market,Earl Grey,Manchester,Leaves,Tea,Regular,198,198,110,396,275,2002,77,588,104
01/12/2019,United Kingdom,England,Small Market,Green Tea,Manchester,Leaves,Tea,Regular,231,-231,-352,0,324,9078,123,37,160
01/12/2019,United Kingdom,England,Small Market,Mint,Manchester,Leaves,Herbal Tea,Decaf,132,187,132,319,140,913,44,366,70
01/12/2019,United Kingdom,England,Small Market,Caffe Latte,Manchester,Beans,Espresso,Regular,0,44,33,44,0,379,0,51,14
01/12/2019,United Kingdom,England,Small Market,Caffe Mocha,Manchester,Beans,Espresso,Regular,11,22,11,33,18,937,5,49,17
01/12/2019,United Kingdom,England,Small Market,Decaf Espresso,Manchester,Beans,Espresso,Decaf,22,33,22,55,26,888,7,69,20
01/12/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Manchester,Beans,Coffee,Decaf,33,55,33,88,35,1110,10,82,33
01/02/2018,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,77,407,363,484,83,259,27,517,61
01/04/2018,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,473,440,539,75,-383,25,571,60
01/10/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,33,77,33,110,57,597,51,128,84
01/11/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,55,66,0,121,58,610,52,132,84
01/02/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,55,77,11,132,60,497,54,150,86
01/02/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,176,187,121,363,187,1181,52,399,79
01/03/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,44,88,22,132,58,491,52,147,85
01/03/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,165,176,110,341,179,1165,50,381,76
01/03/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,440,396,506,80,-60,26,577,60
01/04/2019,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,44,55,22,99,60,371,22,142,60
01/04/2019,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,22,33,22,55,24,500,6,62,18
01/05/2019,United Kingdom,Scotland,Major Market,Darjeeling,Dundee,Leaves,Tea,Regular,33,44,33,77,32,919,9,77,21
01/06/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,55,616,583,671,60,-1107,19,708,50
01/07/2019,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,33,55,22,88,57,461,21,126,54
01/07/2019,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,11,33,22,44,20,535,6,49,18
01/09/2019,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,33,44,11,77,50,450,19,120,57
01/09/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,154,176,110,330,171,1408,48,363,75
01/09/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,55,539,506,594,66,-2830,21,676,57
01/10/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,33,77,33,110,57,597,51,137,84
01/12/2019,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,33,44,11,77,51,465,19,121,55
01/12/2019,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,33,44,33,77,32,539,9,86,21
01/01/2018,United Kingdom,Wales,Major Market,Mint,Briton Ferry,Leaves,Herbal Tea,Decaf,88,132,110,220,105,904,29,258,42
01/02/2018,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,99,66,176,92,675,30,209,43
01/03/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,297,319,220,616,263,1559,73,526,101
01/03/2018,United Kingdom,Wales,Major Market,Mint,Briton Ferry,Leaves,Herbal Tea,Decaf,88,132,110,220,105,879,29,258,41
01/03/2018,United Kingdom,Wales,Major Market,Earl Grey,Briton Ferry,Leaves,Tea,Regular,66,99,44,165,80,596,26,198,61
01/05/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Briton Ferry,Beans,Espresso,Regular,330,462,330,792,290,1577,95,674,131
01/05/2018,United Kingdom,Wales,Major Market,Chamomile,Briton Ferry,Leaves,Herbal Tea,Decaf,88,154,132,242,115,904,32,282,44
01/05/2018,United Kingdom,Wales,Major Market,Mint,Briton Ferry,Leaves,Herbal Tea,Decaf,88,154,132,242,115,959,32,282,44
01/09/2018,United Kingdom,Wales,Major Market,Mint,Briton Ferry,Leaves,Herbal Tea,Decaf,88,143,121,231,110,1080,31,270,43
01/09/2018,United Kingdom,Wales,Major Market,Earl Grey,Briton Ferry,Leaves,Tea,Regular,55,88,44,143,66,722,21,165,55
01/11/2018,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,33,55,33,88,44,590,15,102,28
01/12/2018,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,44,55,33,99,48,585,16,109,30
01/01/2019,United Kingdom,Wales,Major Market,Chamomile,Briton Ferry,Leaves,Herbal Tea,Decaf,77,132,110,209,98,855,27,270,41
01/01/2019,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,99,66,176,92,686,30,235,46
01/01/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,286,297,198,583,251,1605,70,561,102
01/02/2019,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,99,66,176,92,675,30,223,43
01/02/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Briton Ferry,Beans,Coffee,Decaf,121,165,110,286,115,656,37,299,61
01/03/2019,United Kingdom,Wales,Major Market,Colombian,Briton Ferry,Beans,Coffee,Regular,176,242,154,418,170,912,55,431,104
01/04/2019,United Kingdom,Wales,Major Market,Earl Grey,Briton Ferry,Leaves,Tea,Regular,55,99,44,154,75,615,25,200,59
01/05/2019,United Kingdom,Wales,Major Market,Chamomile,Briton Ferry,Leaves,Herbal Tea,Decaf,88,154,132,242,115,904,32,280,41
01/05/2019,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,99,66,176,92,643,30,207,40
01/05/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Briton Ferry,Beans,Espresso,Regular,330,462,330,792,290,1577,95,668,123
01/05/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,330,341,231,671,286,1715,80,568,98
01/06/2019,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,99,66,176,92,632,30,207,41
01/06/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Briton Ferry,Beans,Espresso,Regular,341,473,330,814,300,1778,98,691,125
01/07/2019,United Kingdom,Wales,Major Market,Lemon,Briton Ferry,Leaves,Herbal Tea,Decaf,77,110,77,187,96,621,31,217,41
01/08/2019,United Kingdom,Wales,Major Market,Caffe Mocha,Briton Ferry,Beans,Espresso,Regular,374,517,374,891,325,1886,107,750,134
01/09/2019,United Kingdom,Wales,Major Market,Mint,Briton Ferry,Leaves,Herbal Tea,Decaf,88,143,121,231,110,1080,31,288,43
01/09/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,308,330,231,638,274,1953,76,585,104
01/10/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,374,407,330,781,263,1931,73,560,99
01/12/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Briton Ferry,Beans,Espresso,Decaf,352,352,264,704,275,2002,77,588,104
01/01/2018,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,55,66,44,121,76,1062,24,165,47
01/03/2018,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,55,22,99,60,332,22,132,60
01/11/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,99,143,99,242,113,733,35,270,60
01/12/2018,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,11,33,22,44,27,624,8,62,22
01/04/2019,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,55,22,99,63,345,24,149,61
01/06/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Cumbernauld,Beans,Espresso,Regular,110,165,44,275,121,732,110,289,132
01/06/2019,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,88,132,88,220,101,587,33,231,60
01/07/2019,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,44,77,55,121,50,974,14,120,25
01/10/2019,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,55,77,66,132,53,937,15,139,27
01/10/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,77,121,99,198,101,722,31,256,57
01/11/2019,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,77,110,66,187,85,613,28,212,58
01/01/2018,United Kingdom,England,Major Market,Green Tea,London,Leaves,Tea,Regular,44,88,55,132,80,614,26,198,60
01/03/2018,United Kingdom,England,Major Market,Caffe Latte,London,Beans,Espresso,Regular,242,253,165,495,263,1559,73,526,99
01/05/2018,United Kingdom,England,Major Market,Chamomile,London,Leaves,Herbal Tea,Decaf,88,154,132,242,115,959,32,282,46
01/08/2018,United Kingdom,England,Major Market,Darjeeling,London,Leaves,Tea,Regular,88,132,110,220,136,1036,38,332,50
01/09/2018,United Kingdom,England,Major Market,Green Tea,London,Leaves,Tea,Regular,33,77,44,110,66,722,21,165,57
01/03/2019,United Kingdom,England,Major Market,Mint,London,Leaves,Herbal Tea,Decaf,77,99,66,176,93,664,30,227,44
01/08/2019,United Kingdom,England,Major Market,Earl Grey,London,Leaves,Tea,Regular,66,110,99,176,110,658,31,268,41
01/11/2019,United Kingdom,England,Major Market,Earl Grey,London,Leaves,Tea,Regular,33,55,44,88,55,648,16,145,29
01/11/2019,United Kingdom,England,Major Market,Chamomile,London,Leaves,Herbal Tea,Decaf,77,121,88,198,90,1083,25,233,37
01/01/2018,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,33,55,44,88,37,855,10,90,22
01/01/2018,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,77,110,66,187,85,476,28,198,59
01/01/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,88,121,77,209,93,550,29,220,54
01/02/2018,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,77,132,88,209,88,704,29,220,63
01/02/2018,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,33,55,33,88,53,679,17,121,31
01/04/2018,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,55,88,66,143,54,857,15,134,28
01/04/2018,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,55,66,44,121,76,1062,24,167,48
01/06/2018,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,66,33,110,65,415,25,147,61
01/09/2018,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,33,66,55,99,39,963,10,96,22
01/11/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Cumbernauld,Beans,Espresso,Regular,99,132,22,231,104,764,94,247,127
01/11/2018,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,77,110,66,187,86,878,28,217,62
01/12/2018,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,77,132,88,209,97,899,32,244,66
01/02/2019,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,33,55,33,88,53,679,17,129,31
01/04/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,110,165,110,275,124,553,38,314,63
01/04/2019,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,77,132,88,209,92,477,30,229,60
01/05/2019,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,99,143,99,242,104,767,35,257,65
01/06/2019,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,66,33,110,65,415,25,146,57
01/07/2019,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,99,143,88,242,107,633,36,248,61
01/07/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,143,198,143,341,156,762,48,367,68
01/09/2019,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,66,88,55,154,92,1170,28,214,51
01/09/2019,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,55,88,66,143,57,943,16,148,29
01/09/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Cumbernauld,Beans,Espresso,Regular,88,143,44,231,103,762,93,262,125
01/01/2018,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,66,88,55,154,66,370,21,154,51
01/01/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,22,55,55,77,36,904,9,88,21
01/02/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,22,55,55,77,36,899,9,88,22
01/03/2018,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,55,77,44,132,54,387,17,134,41
01/03/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,22,44,44,66,36,895,9,87,21
01/04/2018,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,77,132,77,209,97,719,32,245,68
01/04/2018,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,55,88,55,143,61,370,20,142,51
01/05/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Rhondda,Beans,Espresso,Regular,187,198,132,385,164,1272,46,328,72
01/05/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Rhondda,Beans,Espresso,Decaf,66,77,22,143,59,398,22,130,60
01/07/2018,United Kingdom,Wales,Major Market,Chamomile,Rhondda,Leaves,Herbal Tea,Decaf,11,22,22,33,20,535,6,49,19
01/07/2018,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,99,176,110,275,126,905,41,315,75
01/12/2018,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,121,165,99,286,148,759,46,352,72
01/12/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Rhondda,Beans,Espresso,Regular,209,220,154,429,169,1451,47,337,73
01/12/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Rhondda,Beans,Espresso,Decaf,55,88,44,143,51,465,19,114,57
01/02/2019,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,77,121,77,198,95,539,29,242,54
01/06/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Rhondda,Beans,Espresso,Decaf,55,88,33,143,57,436,21,126,53
01/07/2019,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,99,176,110,275,126,905,41,312,70
01/11/2019,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,88,132,77,220,113,733,35,288,60
01/02/2018,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,44,88,66,132,52,850,15,127,27
01/02/2018,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,55,22,99,59,337,22,130,59
01/07/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,143,198,143,341,156,762,48,370,73
01/03/2019,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,55,22,99,60,332,22,141,60
01/08/2019,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,66,33,110,70,437,26,153,59
01/09/2019,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,22,33,22,55,37,635,11,90,25
01/10/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Cumbernauld,Beans,Espresso,Regular,88,143,55,231,106,752,96,270,128
01/11/2019,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,11,22,11,33,25,627,8,61,21
01/12/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,132,176,121,308,148,759,46,376,71
01/01/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Barry,Beans,Espresso,Decaf,88,143,88,231,80,614,26,198,61
01/02/2018,United Kingdom,Wales,Major Market,Colombian,Barry,Beans,Coffee,Regular,88,121,88,209,92,675,30,209,43
01/02/2018,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,55,66,33,121,69,1054,21,150,44
01/03/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,99,143,110,242,96,832,27,235,40
01/03/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,110,154,121,264,105,879,29,258,42
01/03/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,33,55,33,88,48,675,16,108,29
01/03/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,77,44,121,63,356,20,148,51
01/04/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,99,154,121,253,101,855,28,246,40
01/04/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,99,154,121,253,90,506,25,218,37
01/05/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,165,132,286,115,904,32,282,46
01/05/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,66,22,110,59,398,22,130,59
01/05/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Barry,Beans,Coffee,Decaf,121,165,132,286,115,959,32,282,44
01/05/2018,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,44,77,11,121,59,504,53,141,86
01/06/2018,United Kingdom,Wales,Major Market,Green Tea,Barry,Leaves,Tea,Regular,33,55,33,88,48,657,16,109,30
01/06/2018,United Kingdom,Wales,Major Market,Chamomile,Barry,Leaves,Herbal Tea,Decaf,132,154,99,286,164,1370,46,328,73
01/06/2018,United Kingdom,Wales,Major Market,Lemon,Barry,Leaves,Herbal Tea,Decaf,33,66,11,99,49,546,44,118,77
01/07/2018,United Kingdom,Wales,Major Market,Mint,Barry,Leaves,Herbal Tea,Decaf,44,55,22,99,52,462,17,121,47
01/07/2018,United Kingdom,Wales,Major Market,Earl Grey,Barry,Leaves,Tea,Regular,44,55,22,99,55,1157,17,120,40
01/07/2018,United Kingdom,Wales,Major Market,Amaretto,Barry,Beans,Coffee,Regular,121,165,132,286,115,1048,32,282,46
01/08/2018,United Kingdom,Wales,Major Market,Darjeeling,Barry,Leaves,Tea,Regular,44,55,11,99,54,456,20,120,57
01/08/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Barry,Beans,Espresso,Regular,121,187,143,308,110,658,31,270,44
